State,District,Market,Commodity,Variety,Arrival_Date,Min_Price,Max_Price,Modal_Price
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-01-07,1500,2500,2000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-01-12,2000,2000,2000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-01-13,2000,2000,2000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-01-16,1500,2000,1500.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-01-17,3000,3000,3000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-01-18,2500,3200,3000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-01-19,2500,2500,2500.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-01-20,2000,2000,2000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-01-21,2500,3000,3000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-01-22,2500,2500,2500.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-01-23,3000,3000,3000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-01-24,2500,2500,2500.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-01-27,2500,3000,3000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-02-05,1500,2000,1500.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-02-07,1500,1800,1500.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-02-10,1500,2000,2000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-02-11,1500,2000,2000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-02-12,1000,1500,1500.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-02-15,1000,1500,1500.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-02-17,1000,1500,1500.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-02-18,1500,1500,1500.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-02-19,1500,2000,1500.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-02-20,1000,1500,1500.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-02-21,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-02-24,1500,1500,1500.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-03-01,2000,2000,2000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-03-03,1500,1500,1500.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-03-05,1500,1500,1500.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-03-08,1500,1500,1500.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-03-11,1500,1500,1500.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-03-16,1000,1200,1200.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-03-20,1200,1200,1200.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-03-21,1000,1200,1200.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-03-22,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-03-23,1000,1200,1200.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-03-24,1000,1200,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-03-25,1000,1200,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-03-26,1000,1200,1200.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-03-27,1000,1200,1200.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-03-28,1000,1200,1100.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-03-29,1000,1100,1100.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-03-30,1000,1200,1100.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-03-31,1000,1200,1200.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-07,900,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-09,800,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-10,800,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-11,700,1000,800.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-12,800,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-13,800,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-14,800,1000,900.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-15,800,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-16,800,1000,900.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-17,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-18,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-19,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-20,800,1000,900.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-21,800,1000,900.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-22,700,1200,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-23,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-24,700,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-25,700,1000,800.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-26,700,700,700.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-27,800,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-29,800,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-04-30,700,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-05-03,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-05-04,700,1000,800.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-05-05,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-05-08,700,1000,800.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-05-09,700,1000,800.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-05-10,800,900,800.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-05-11,700,800,700.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-05-12,800,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-05-14,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-05-16,700,800,700.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-05-17,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-05-19,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-05-21,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-05-22,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-05-25,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-05-29,800,800,800.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-05-30,700,800,800.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-05-31,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-06-09,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-06-10,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-06-14,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-06-15,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-06-16,800,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-06-18,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-06-21,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-06-22,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-06-25,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-06-26,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-06-29,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-07-02,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-07-03,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-07-07,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-07-10,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-07-11,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-07-17,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-07-18,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-07-20,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-07-21,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-07-22,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-07-23,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-07-30,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-08-11,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-08-12,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-08-21,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-08-22,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-08-26,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-08-27,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-08-28,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-09-01,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-09-10,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-09-11,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-09-12,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-09-13,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-09-14,1000,1000,1000.0
Madhya Pradesh,Damoh,Damoh(F&V),Onion,Other,2020-09-15,1000,1000,1000.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-07,2600,3000,2900.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-08,2800,3250,3000.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-09,2000,2800,2600.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-10,2000,2600,2500.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-11,2000,2600,2500.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-12,2000,2600,2500.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-13,2000,2500,2300.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-14,1900,2400,2350.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-15,1800,2300,2250.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-16,1900,2600,2550.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-18,2000,2400,2350.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-19,1800,2400,2350.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-20,1800,2200,2200.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-21,1800,2000,2000.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-22,1800,2000,2000.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-23,1800,2300,2250.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-24,1800,2200,2200.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-25,1800,2000,2000.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-26,2000,2200,2200.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-27,1600,2000,2000.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-28,1800,2000,2000.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-29,1800,2200,2150.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-30,800,2300,2300.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-01-31,1800,2300,2300.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-04,1800,2000,2000.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-07,1800,2200,2150.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-08,1800,2000,2000.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-09,1500,2000,2000.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-10,1400,1800,1800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-11,1600,1800,1800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-12,1800,1900,1900.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-13,1300,1800,1750.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-14,1600,1800,1800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-15,1500,2000,2000.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-16,1700,1800,1800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-17,1400,1900,1800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-18,1000,1800,1700.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-19,1600,1800,1800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-20,1500,1900,1800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-21,1400,1900,1800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-22,1500,1800,1700.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-23,1700,1800,1800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-24,1400,1900,1800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-25,1700,1800,1800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-26,1700,1800,1800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-27,1400,1800,1800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-28,1800,2400,2000.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-02-29,1400,1800,1750.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-03-03,1400,1800,1600.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-03-04,1700,1800,1800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-03-06,1200,1800,1400.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-03-10,1400,1500,1500.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-03-11,1100,1500,1500.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-03-12,1000,1500,1500.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-03-13,1000,1300,1000.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-03-14,1000,1400,1000.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-03-15,1000,1200,1000.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-03-16,1000,1400,1000.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-03-17,1000,1400,1000.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-03-18,900,1100,900.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-03-19,900,1100,900.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-03-20,900,1000,900.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-03-27,800,900,800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-03-28,800,900,800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-03-29,800,900,800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-03-30,700,800,700.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-04-05,500,602,550.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-04-06,400,600,500.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-04-07,500,550,525.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-04-08,500,550,525.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-04-18,300,550,510.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-05-10,400,500,430.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-05-11,400,500,420.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-05-12,400,500,460.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-07-21,800,1000,900.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-07-22,800,900,850.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-07-23,800,900,860.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-07-27,800,900,850.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-07-28,800,900,850.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-07-29,800,900,850.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-07-30,800,910,860.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-07-31,810,910,860.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-08-10,700,800,750.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-08-11,700,800,750.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-08-12,700,800,750.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-08-13,700,800,750.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-08-18,700,800,750.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-08-19,700,900,800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-08-20,700,900,800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-08-21,700,900,800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-08-22,800,900,850.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-08-24,700,900,800.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-08-25,800,1000,900.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-08-26,800,1000,900.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-08-27,800,900,850.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-08-28,800,1000,900.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-08-29,800,900,850.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-08-31,800,1000,900.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-09-08,550,1200,900.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-09-09,900,1200,1100.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-09-10,800,1200,1000.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-09-12,1000,1100,1050.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-09-13,1000,1100,1050.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-09-14,1000,1100,1050.0
Madhya Pradesh,Sagar,Deori,Onion,Onion,2020-09-15,800,1200,1000.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-02,1800,4200,2800.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-03,1500,4000,2400.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-04,1800,4400,2200.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-05,1500,4000,2000.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-06,1400,3500,1800.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-07,1500,4000,2100.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-08,1600,3500,2400.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-09,1400,3800,2600.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-10,1600,4000,2200.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-11,1400,3500,2000.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-12,1800,3800,2500.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-13,1600,4000,2400.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-14,1400,3500,2200.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-15,1500,3000,2000.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-16,1800,3200,2300.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-17,1600,3500,2500.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-18,1300,4000,2800.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-19,1400,3500,2500.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-20,1800,3200,2800.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-21,1300,3000,2200.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-22,1500,3500,2500.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-23,1400,3000,2200.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-24,1300,3200,2000.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-25,1500,3500,2300.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-26,1400,3200,2200.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-27,1800,3000,2300.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-28,1400,3500,2500.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-29,1200,3000,2400.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-30,1400,2900,2500.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-01-31,1500,2500,2100.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-04,1200,2900,2000.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-05,1400,3000,2500.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-07,1100,2600,2000.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-08,1000,2400,1800.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-09,1000,2400,1800.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-10,1000,2400,1800.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-11,1200,2300,1900.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-12,1100,2500,1800.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-13,1400,2600,1900.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-14,1500,2500,2000.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-15,1000,2000,1800.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-16,1100,2200,2000.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-17,1400,2100,1900.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-18,1200,2200,2000.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-19,1100,2000,1800.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-20,1000,2400,2000.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-21,1100,2200,1900.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-22,900,2000,1800.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-23,800,1900,1700.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-24,800,2200,2000.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-25,900,2000,1800.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-26,800,1900,1600.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-27,900,2000,1800.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-28,1000,2500,1900.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-02-29,800,3000,2000.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-03-03,700,1900,1600.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-03-05,800,1800,1500.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-03-06,600,1600,1300.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-03-07,700,2000,1500.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-03-08,800,2500,1800.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-03-09,900,2800,1900.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-03-11,800,2500,2000.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-03-12,900,2600,1900.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-03-13,800,2200,1800.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-03-15,700,2000,1600.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-03-16,600,1800,1500.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-03-17,700,1900,1600.0
Madhya Pradesh,Dewas,Dewas APMC (F&V),Onion,Other,2020-03-18,600,1500,1300.0
